"Label (Grouping)","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error","Alabama!!Total!!Estimate","Alabama!!Total!!Margin of Error","Alabama!!Below poverty level!!Estimate","Alabama!!Below poverty level!!Margin of Error","Alabama!!Percent below poverty level!!Estimate","Alabama!!Percent below poverty level!!Margin of Error","Alaska!!Total!!Estimate","Alaska!!Total!!Margin of Error","Alaska!!Below poverty level!!Estimate","Alaska!!Below poverty level!!Margin of Error","Alaska!!Percent below poverty level!!Estimate","Alaska!!Percent below poverty level!!Margin of Error","Arizona!!Total!!Estimate","Arizona!!Total!!Margin of Error","Arizona!!Below poverty level!!Estimate","Arizona!!Below poverty level!!Margin of Error","Arizona!!Percent below poverty level!!Estimate","Arizona!!Percent below poverty level!!Margin of Error","Arkansas!!Total!!Estimate","Arkansas!!Total!!Margin of Error","Arkansas!!Below poverty level!!Estimate","Arkansas!!Below poverty level!!Margin of Error","Arkansas!!Percent below poverty level!!Estimate","Arkansas!!Percent below poverty level!!Margin of Error","California!!Total!!Estimate","California!!Total!!Margin of Error","California!!Below poverty level!!Estimate","California!!Below poverty level!!Margin of Error","California!!Percent below poverty level!!Estimate","California!!Percent below poverty level!!Margin of Error","Colorado!!Total!!Estimate","Colorado!!Total!!Margin of Error","Colorado!!Below poverty level!!Estimate","Colorado!!Below poverty level!!Margin of Error","Colorado!!Percent below poverty level!!Estimate","Colorado!!Percent below poverty level!!Margin of Error","Connecticut!!Total!!Estimate","Connecticut!!Total!!Margin of Error","Connecticut!!Below poverty level!!Estimate","Connecticut!!Below poverty level!!Margin of Error","Connecticut!!Percent below poverty level!!Estimate","Connecticut!!Percent below poverty level!!Margin of Error","Delaware!!Total!!Estimate","Delaware!!Total!!Margin of Error","Delaware!!Below poverty level!!Estimate","Delaware!!Below poverty level!!Margin of Error","Delaware!!Percent below poverty level!!Estimate","Delaware!!Percent below poverty level!!Margin of Error","District of Columbia!!Total!!Estimate","District of Columbia!!Total!!Margin of Error","District of Columbia!!Below poverty level!!Estimate","District of Columbia!!Below poverty level!!Margin of Error","District of Columbia!!Percent below poverty level!!Estimate","District of Columbia!!Percent below poverty level!!Margin of Error","Florida!!Total!!Estimate","Florida!!Total!!Margin of Error","Florida!!Below poverty level!!Estimate","Florida!!Below poverty level!!Margin of Error","Florida!!Percent below poverty level!!Estimate","Florida!!Percent below poverty level!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Below poverty level!!Estimate","Georgia!!Below poverty level!!Margin of Error","Georgia!!Percent below poverty level!!Estimate","Georgia!!Percent below poverty level!!Margin of Error","Hawaii!!Total!!Estimate","Hawaii!!Total!!Margin of Error","Hawaii!!Below poverty level!!Estimate","Hawaii!!Below poverty level!!Margin of Error","Hawaii!!Percent below poverty level!!Estimate","Hawaii!!Percent below poverty level!!Margin of Error","Idaho!!Total!!Estimate","Idaho!!Total!!Margin of Error","Idaho!!Below poverty level!!Estimate","Idaho!!Below poverty level!!Margin of Error","Idaho!!Percent below poverty level!!Estimate","Idaho!!Percent below poverty level!!Margin of Error","Illinois!!Total!!Estimate","Illinois!!Total!!Margin of Error","Illinois!!Below poverty level!!Estimate","Illinois!!Below poverty level!!Margin of Error","Illinois!!Percent below poverty level!!Estimate","Illinois!!Percent below poverty level!!Margin of Error","Indiana!!Total!!Estimate","Indiana!!Total!!Margin of Error","Indiana!!Below poverty level!!Estimate","Indiana!!Below poverty level!!Margin of Error","Indiana!!Percent below poverty level!!Estimate","Indiana!!Percent below poverty level!!Margin of Error","Iowa!!Total!!Estimate","Iowa!!Total!!Margin of Error","Iowa!!Below poverty level!!Estimate","Iowa!!Below poverty level!!Margin of Error","Iowa!!Percent below poverty level!!Estimate","Iowa!!Percent below poverty level!!Margin of Error","Kansas!!Total!!Estimate","Kansas!!Total!!Margin of Error","Kansas!!Below poverty level!!Estimate","Kansas!!Below poverty level!!Margin of Error","Kansas!!Percent below poverty level!!Estimate","Kansas!!Percent below poverty level!!Margin of Error","Kentucky!!Total!!Estimate","Kentucky!!Total!!Margin of Error","Kentucky!!Below poverty level!!Estimate","Kentucky!!Below poverty level!!Margin of Error","Kentucky!!Percent below poverty level!!Estimate","Kentucky!!Percent below poverty level!!Margin of Error","Louisiana!!Total!!Estimate","Louisiana!!Total!!Margin of Error","Louisiana!!Below poverty level!!Estimate","Louisiana!!Below poverty level!!Margin of Error","Louisiana!!Percent below poverty level!!Estimate","Louisiana!!Percent below poverty level!!Margin of Error","Maine!!Total!!Estimate","Maine!!Total!!Margin of Error","Maine!!Below poverty level!!Estimate","Maine!!Below poverty level!!Margin of Error","Maine!!Percent below poverty level!!Estimate","Maine!!Percent below poverty level!!Margin of Error","Maryland!!Total!!Estimate","Maryland!!Total!!Margin of Error","Maryland!!Below poverty level!!Estimate","Maryland!!Below poverty level!!Margin of Error","Maryland!!Percent below poverty level!!Estimate","Maryland!!Percent below poverty level!!Margin of Error","Massachusetts!!Total!!Estimate","Massachusetts!!Total!!Margin of Error","Massachusetts!!Below poverty level!!Estimate","Massachusetts!!Below poverty level!!Margin of Error","Massachusetts!!Percent below poverty level!!Estimate","Massachusetts!!Percent below poverty level!!Margin of Error","Michigan!!Total!!Estimate","Michigan!!Total!!Margin of Error","Michigan!!Below poverty level!!Estimate","Michigan!!Below poverty level!!Margin of Error","Michigan!!Percent below poverty level!!Estimate","Michigan!!Percent below poverty level!!Margin of Error","Minnesota!!Total!!Estimate","Minnesota!!Total!!Margin of Error","Minnesota!!Below poverty level!!Estimate","Minnesota!!Below poverty level!!Margin of Error","Minnesota!!Percent below poverty level!!Estimate","Minnesota!!Percent below poverty level!!Margin of Error","Mississippi!!Total!!Estimate","Mississippi!!Total!!Margin of Error","Mississippi!!Below poverty level!!Estimate","Mississippi!!Below poverty level!!Margin of Error","Mississippi!!Percent below poverty level!!Estimate","Mississippi!!Percent below poverty level!!Margin of Error","Missouri!!Total!!Estimate","Missouri!!Total!!Margin of Error","Missouri!!Below poverty level!!Estimate","Missouri!!Below poverty level!!Margin of Error","Missouri!!Percent below poverty level!!Estimate","Missouri!!Percent below poverty level!!Margin of Error","Montana!!Total!!Estimate","Montana!!Total!!Margin of Error","Montana!!Below poverty level!!Estimate","Montana!!Below poverty level!!Margin of Error","Montana!!Percent below poverty level!!Estimate","Montana!!Percent below poverty level!!Margin of Error","Nebraska!!Total!!Estimate","Nebraska!!Total!!Margin of Error","Nebraska!!Below poverty level!!Estimate","Nebraska!!Below poverty level!!Margin of Error","Nebraska!!Percent below poverty level!!Estimate","Nebraska!!Percent below poverty level!!Margin of Error","Nevada!!Total!!Estimate","Nevada!!Total!!Margin of Error","Nevada!!Below poverty level!!Estimate","Nevada!!Below poverty level!!Margin of Error","Nevada!!Percent below poverty level!!Estimate","Nevada!!Percent below poverty level!!Margin of Error","New Hampshire!!Total!!Estimate","New Hampshire!!Total!!Margin of Error","New Hampshire!!Below poverty level!!Estimate","New Hampshire!!Below poverty level!!Margin of Error","New Hampshire!!Percent below poverty level!!Estimate","New Hampshire!!Percent below poverty level!!Margin of Error","New Jersey!!Total!!Estimate","New Jersey!!Total!!Margin of Error","New Jersey!!Below poverty level!!Estimate","New Jersey!!Below poverty level!!Margin of Error","New Jersey!!Percent below poverty level!!Estimate","New Jersey!!Percent below poverty level!!Margin of Error","New Mexico!!Total!!Estimate","New Mexico!!Total!!Margin of Error","New Mexico!!Below poverty level!!Estimate","New Mexico!!Below poverty level!!Margin of Error","New Mexico!!Percent below poverty level!!Estimate","New Mexico!!Percent below poverty level!!Margin of Error","New York!!Total!!Estimate","New York!!Total!!Margin of Error","New York!!Below poverty level!!Estimate","New York!!Below poverty level!!Margin of Error","New York!!Percent below poverty level!!Estimate","New York!!Percent below poverty level!!Margin of Error","North Carolina!!Total!!Estimate","North Carolina!!Total!!Margin of Error","North Carolina!!Below poverty level!!Estimate","North Carolina!!Below poverty level!!Margin of Error","North Carolina!!Percent below poverty level!!Estimate","North Carolina!!Percent below poverty level!!Margin of Error","North Dakota!!Total!!Estimate","North Dakota!!Total!!Margin of Error","North Dakota!!Below poverty level!!Estimate","North Dakota!!Below poverty level!!Margin of Error","North Dakota!!Percent below poverty level!!Estimate","North Dakota!!Percent below poverty level!!Margin of Error","Ohio!!Total!!Estimate","Ohio!!Total!!Margin of Error","Ohio!!Below poverty level!!Estimate","Ohio!!Below poverty level!!Margin of Error","Ohio!!Percent below poverty level!!Estimate","Ohio!!Percent below poverty level!!Margin of Error","Oklahoma!!Total!!Estimate","Oklahoma!!Total!!Margin of Error","Oklahoma!!Below poverty level!!Estimate","Oklahoma!!Below poverty level!!Margin of Error","Oklahoma!!Percent below poverty level!!Estimate","Oklahoma!!Percent below poverty level!!Margin of Error","Oregon!!Total!!Estimate","Oregon!!Total!!Margin of Error","Oregon!!Below poverty level!!Estimate","Oregon!!Below poverty level!!Margin of Error","Oregon!!Percent below poverty level!!Estimate","Oregon!!Percent below poverty level!!Margin of Error","Pennsylvania!!Total!!Estimate","Pennsylvania!!Total!!Margin of Error","Pennsylvania!!Below poverty level!!Estimate","Pennsylvania!!Below poverty level!!Margin of Error","Pennsylvania!!Percent below poverty level!!Estimate","Pennsylvania!!Percent below poverty level!!Margin of Error","Rhode Island!!Total!!Estimate","Rhode Island!!Total!!Margin of Error","Rhode Island!!Below poverty level!!Estimate","Rhode Island!!Below poverty level!!Margin of Error","Rhode Island!!Percent below poverty level!!Estimate","Rhode Island!!Percent below poverty level!!Margin of Error","South Carolina!!Total!!Estimate","South Carolina!!Total!!Margin of Error","South Carolina!!Below poverty level!!Estimate","South Carolina!!Below poverty level!!Margin of Error","South Carolina!!Percent below poverty level!!Estimate","South Carolina!!Percent below poverty level!!Margin of Error","South Dakota!!Total!!Estimate","South Dakota!!Total!!Margin of Error","South Dakota!!Below poverty level!!Estimate","South Dakota!!Below poverty level!!Margin of Error","South Dakota!!Percent below poverty level!!Estimate","South Dakota!!Percent below poverty level!!Margin of Error","Tennessee!!Total!!Estimate","Tennessee!!Total!!Margin of Error","Tennessee!!Below poverty level!!Estimate","Tennessee!!Below poverty level!!Margin of Error","Tennessee!!Percent below poverty level!!Estimate","Tennessee!!Percent below poverty level!!Margin of Error","Texas!!Total!!Estimate","Texas!!Total!!Margin of Error","Texas!!Below poverty level!!Estimate","Texas!!Below poverty level!!Margin of Error","Texas!!Percent below poverty level!!Estimate","Texas!!Percent below poverty level!!Margin of Error","Utah!!Total!!Estimate","Utah!!Total!!Margin of Error","Utah!!Below poverty level!!Estimate","Utah!!Below poverty level!!Margin of Error","Utah!!Percent below poverty level!!Estimate","Utah!!Percent below poverty level!!Margin of Error","Vermont!!Total!!Estimate","Vermont!!Total!!Margin of Error","Vermont!!Below poverty level!!Estimate","Vermont!!Below poverty level!!Margin of Error","Vermont!!Percent below poverty level!!Estimate","Vermont!!Percent below poverty level!!Margin of Error","Virginia!!Total!!Estimate","Virginia!!Total!!Margin of Error","Virginia!!Below poverty level!!Estimate","Virginia!!Below poverty level!!Margin of Error","Virginia!!Percent below poverty level!!Estimate","Virginia!!Percent below poverty level!!Margin of Error","Washington!!Total!!Estimate","Washington!!Total!!Margin of Error","Washington!!Below poverty level!!Estimate","Washington!!Below poverty level!!Margin of Error","Washington!!Percent below poverty level!!Estimate","Washington!!Percent below poverty level!!Margin of Error","West Virginia!!Total!!Estimate","West Virginia!!Total!!Margin of Error","West Virginia!!Below poverty level!!Estimate","West Virginia!!Below poverty level!!Margin of Error","West Virginia!!Percent below poverty level!!Estimate","West Virginia!!Percent below poverty level!!Margin of Error","Wisconsin!!Total!!Estimate","Wisconsin!!Total!!Margin of Error","Wisconsin!!Below poverty level!!Estimate","Wisconsin!!Below poverty level!!Margin of Error","Wisconsin!!Percent below poverty level!!Estimate","Wisconsin!!Percent below poverty level!!Margin of Error","Wyoming!!Total!!Estimate","Wyoming!!Total!!Margin of Error","Wyoming!!Below poverty level!!Estimate","Wyoming!!Below poverty level!!Margin of Error","Wyoming!!Percent below poverty level!!Estimate","Wyoming!!Percent below poverty level!!Margin of Error","Puerto Rico!!Total!!Estimate","Puerto Rico!!Total!!Margin of Error","Puerto Rico!!Below poverty level!!Estimate","Puerto Rico!!Below poverty level!!Margin of Error","Puerto Rico!!Percent below poverty level!!Estimate","Puerto Rico!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","321,897,703","±13,083","40,661,636","±274,456","12.6%","±0.1","4,876,863","±1,677","769,819","±12,595","15.8%","±0.3","719,086","±595","75,016","±2,458","10.4%","±0.3","6,926,281","±1,660","934,911","±13,056","13.5%","±0.2","2,923,735","±1,020","468,113","±8,062","16.0%","±0.3","38,701,352","±3,861","4,741,175","±41,071","12.3%","±0.1","5,605,422","±1,294","535,976","±9,772","9.6%","±0.2","3,503,694","±726","351,476","±8,215","10.0%","±0.2","955,602","±689","109,274","±4,414","11.4%","±0.5","651,618","±488","100,618","±4,492","15.4%","±0.7","20,928,219","±2,916","2,744,612","±27,816","13.1%","±0.1","10,356,895","±2,254","1,441,351","±20,400","13.9%","±0.2","1,414,718","±785","133,740","±4,359","9.5%","±0.3","1,780,875","±755","202,560","±5,355","11.4%","±0.3","12,529,291","±2,246","1,483,378","±20,330","11.8%","±0.2","6,550,921","±2,082","819,005","±12,122","12.5%","±0.2","3,084,598","±829","339,695","±7,138","11.0%","±0.2","2,850,702","±956","327,209","±6,452","11.5%","±0.2","4,359,181","±1,525","709,140","±11,216","16.3%","±0.3","4,531,545","±1,589","850,486","±13,168","18.8%","±0.3","1,321,489","±588","145,992","±3,770","11.0%","±0.3","6,006,777","±1,825","550,074","±10,546","9.2%","±0.2","6,756,217","±1,436","668,780","±11,582","9.9%","±0.2","9,850,305","±1,794","1,310,058","±13,726","13.3%","±0.1","5,550,433","±1,423","512,312","±8,170","9.2%","±0.1","2,874,132","±1,333","557,111","±8,218","19.4%","±0.3","5,967,909","±1,966","762,023","±10,691","12.8%","±0.2","1,053,304","±695","131,512","±3,973","12.5%","±0.4","1,899,516","±889","195,455","±4,845","10.3%","±0.3","3,018,139","±1,110","388,814","±8,857","12.9%","±0.3","1,330,682","±681","98,429","±3,847","7.4%","±0.3","9,058,493","±1,739","883,896","±12,412","9.8%","±0.1","2,067,620","±934","378,896","±8,918","18.3%","±0.4","19,604,130","±2,901","2,636,823","±26,596","13.5%","±0.1","10,092,759","±2,436","1,379,672","±18,811","13.7%","±0.2","749,693","±507","80,390","±2,973","10.7%","±0.4","11,451,346","±1,957","1,528,963","±19,095","13.4%","±0.2","3,837,807","±1,139","583,853","±7,575","15.2%","±0.2","4,128,333","±1,866","498,517","±9,490","12.1%","±0.2","12,568,252","±1,755","1,482,811","±18,030","11.8%","±0.1","1,050,314","±707","118,257","±4,580","11.3%","±0.4","4,946,116","±1,693","718,345","±11,315","14.5%","±0.2","853,175","±608","106,291","±3,195","12.5%","±0.4","6,692,912","±2,085","955,929","±14,385","14.3%","±0.2","28,260,264","±3,964","3,965,117","±39,408","14.0%","±0.1","3,182,692","±1,282","278,486","±7,199","8.8%","±0.2","617,101","±262","64,962","±2,107","10.5%","±0.3","8,337,068","±1,983","828,664","±13,372","9.9%","±0.2","7,478,757","±1,638","746,904","±11,668","10.0%","±0.2","1,751,049","±1,033","295,632","±6,054","16.9%","±0.3","5,726,939","±1,440","610,632","±9,431","10.7%","±0.2","563,382","±400","60,482","±2,645","10.7%","±0.5","3,283,051","±567","1,400,997","±11,886","42.7%","±0.4"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","72,996,065","±12,994","12,443,424","±137,861","17.0%","±0.2","1,104,558","±1,814","245,896","±6,311","22.3%","±0.6","179,024","±617","23,533","±1,346","13.1%","±0.8","1,585,734","±1,774","297,659","±7,610","18.8%","±0.5","692,975","±1,100","151,704","±3,943","21.9%","±0.6","8,849,437","±4,037","1,429,686","±19,615","16.2%","±0.2","1,245,357","±1,194","141,821","±5,027","11.4%","±0.4","735,661","±783","97,861","±4,310","13.3%","±0.6","203,063","±710","35,188","±2,422","17.3%","±1.2","123,178","±473","28,051","±2,264","22.8%","±1.8","4,193,625","±3,091","763,527","±15,516","18.2%","±0.4","2,494,638","±2,358","488,233","±10,886","19.6%","±0.4","303,887","±804","36,482","±2,435","12.0%","±0.8","452,483","±820","61,481","±3,108","13.6%","±0.7","2,845,727","±2,432","450,356","±9,499","15.8%","±0.3","1,555,165","±2,126","261,181","±6,204","16.8%","±0.4","728,623","±993","94,948","±3,769","13.0%","±0.5","701,202","±1,068","98,903","±3,256","14.1%","±0.5","997,885","±1,798","213,946","±5,485","21.4%","±0.5","1,085,540","±1,628","283,951","±7,250","26.2%","±0.7","247,686","±643","34,293","±2,130","13.8%","±0.9","1,351,905","±1,783","160,878","±5,712","11.9%","±0.4","1,367,690","±1,454","165,364","±5,384","12.1%","±0.4","2,150,429","±1,852","390,576","±6,973","18.2%","±0.3","1,299,217","±1,483","146,291","±3,954","11.3%","±0.3","692,961","±1,370","187,964","±4,753","27.1%","±0.7","1,360,693","±2,333","229,574","±6,431","16.9%","±0.5","227,055","±817","34,405","±1,732","15.2%","±0.8","476,778","±999","57,580","±2,408","12.1%","±0.5","682,335","±1,127","119,377","±4,059","17.5%","±0.6","255,205","±664","23,655","±1,802","9.3%","±0.7","2,014,455","±1,844","272,725","±7,055","13.5%","±0.3","476,987","±1,004","116,711","±4,391","24.5%","±0.9","4,138,136","±2,895","760,862","±12,635","18.4%","±0.3","2,264,222","±2,545","436,892","±9,970","19.3%","±0.4","181,595","±578","20,217","±1,628","11.1%","±0.9","2,580,842","±1,963","480,341","±9,218","18.6%","±0.4","942,738","±1,173","195,255","±3,988","20.7%","±0.4","853,663","±1,958","119,774","±4,361","14.0%","±0.5","2,656,206","±1,907","435,602","±8,994","16.4%","±0.3","208,925","±696","31,854","±2,352","15.2%","±1.1","1,092,015","±1,656","226,691","±5,832","20.8%","±0.5","213,383","±712","33,803","±1,638","15.8%","±0.8","1,503,865","±2,123","299,021","±7,363","19.9%","±0.5","7,355,933","±4,200","1,442,731","±22,853","19.6%","±0.3","934,236","±1,326","86,698","±3,759","9.3%","±0.4","116,846","±300","13,344","±902","11.4%","±0.8","1,863,906","±2,199","242,702","±6,127","13.0%","±0.3","1,651,045","±1,676","205,522","±5,958","12.4%","±0.4","356,359","±1,060","79,724","±3,194","22.4%","±0.9","1,269,189","±1,538","171,784","±4,964","13.5%","±0.4","131,803","±484","16,807","±1,516","12.8%","±1.1","593,300","±598","333,993","±4,112","56.3%","±0.7"
"            Under 5 years","19,064,128","±7,906","3,535,591","±44,955","18.5%","±0.2","289,482","±1,409","73,634","±2,536","25.4%","±0.8","49,770","±326","7,657","±640","15.4%","±1.3","404,411","±997","82,353","±3,304","20.4%","±0.8","181,201","±835","47,169","±1,799","26.0%","±1.0","2,307,240","±2,463","373,702","±6,513","16.2%","±0.3","319,438","±842","39,234","±1,921","12.3%","±0.6","179,756","±507","25,424","±1,812","14.1%","±1.0","52,668","±408","10,880","±1,210","20.7%","±2.3","42,413","±285","8,478","±1,078","20.0%","±2.5","1,097,848","±1,722","215,405","±5,589","19.6%","±0.5","633,047","±1,553","135,022","±4,693","21.3%","±0.7","84,970","±520","11,147","±1,231","13.1%","±1.4","113,384","±552","18,940","±1,321","16.7%","±1.2","733,051","±1,402","127,437","±3,705","17.4%","±0.5","405,524","±1,207","77,763","±2,662","19.2%","±0.7","191,488","±731","28,244","±1,500","14.7%","±0.8","181,713","±666","29,476","±1,415","16.2%","±0.8","263,648","±1,051","62,091","±2,405","23.6%","±0.9","292,833","±955","85,947","±3,057","29.4%","±1.1","62,353","±383","9,245","±792","14.8%","±1.3","356,896","±1,039","44,630","±2,158","12.5%","±0.6","351,270","±805","45,689","±2,358","13.0%","±0.7","555,554","±929","116,005","±2,934","20.9%","±0.5","342,768","±754","40,086","±1,780","11.7%","±0.5","178,076","±1,063","52,195","±2,067","29.3%","±1.1","358,757","±1,277","66,082","±2,392","18.4%","±0.7","59,135","±425","10,490","±832","17.7%","±1.4","128,021","±593","17,851","±1,194","13.9%","±0.9","177,613","±750","33,903","±1,707","19.1%","±0.9","62,128","±436","6,022","±637","9.7%","±1.0","523,524","±847","76,150","±2,746","14.5%","±0.5","118,469","±739","32,627","±2,062","27.5%","±1.7","1,129,723","±1,726","215,759","±5,032","19.1%","±0.5","583,646","±1,405","124,073","±4,095","21.3%","±0.7","52,494","±427","6,687","±693","12.7%","±1.3","675,153","±1,315","144,327","±3,438","21.4%","±0.5","246,864","±730","58,856","±1,515","23.8%","±0.6","218,066","±888","33,364","±1,857","15.3%","±0.9","688,255","±1,096","122,812","±3,461","17.8%","±0.5","54,479","±355","9,209","±1,077","16.9%","±2.0","280,051","±957","64,251","±2,492","22.9%","±0.9","58,098","±494","10,338","±773","17.8%","±1.3","396,215","±1,326","88,155","±2,998","22.2%","±0.8","1,930,772","±2,086","412,660","±8,630","21.4%","±0.4","243,156","±540","25,377","±1,771","10.4%","±0.7","28,552","±251","3,417","±423","12.0%","±1.5","493,431","±1,340","69,273","±2,437","14.0%","±0.5","440,264","±897","58,066","±2,478","13.2%","±0.6","89,717","±782","23,094","±1,462","25.7%","±1.6","323,195","±864","49,639","±2,104","15.4%","±0.7","33,548","±495","5,256","±662","15.7%","±2.0","121,814","±491","75,079","±1,591","61.6%","±1.3"
"            5 to 17 years","53,931,937","±10,871","8,907,833","±96,122","16.5%","±0.2","815,076","±1,380","172,262","±5,010","21.1%","±0.6","129,254","±468","15,876","±985","12.3%","±0.8","1,181,323","±1,335","215,306","±5,613","18.2%","±0.5","511,774","±1,162","104,535","±3,253","20.4%","±0.6","6,542,197","±3,088","1,055,984","±15,317","16.1%","±0.2","925,919","±1,016","102,587","±4,030","11.1%","±0.4","555,905","±771","72,437","±3,034","13.0%","±0.5","150,395","±557","24,308","±1,731","16.2%","±1.2","80,765","±387","19,573","±1,668","24.2%","±2.0","3,095,777","±2,580","548,122","±12,344","17.7%","±0.4","1,861,591","±2,230","353,211","±8,494","19.0%","±0.5","218,917","±589","25,335","±1,604","11.6%","±0.7","339,099","±754","42,541","±2,559","12.5%","±0.8","2,112,676","±1,939","322,919","±7,110","15.3%","±0.3","1,149,641","±2,019","183,418","±4,628","16.0%","±0.4","537,135","±1,058","66,704","±2,800","12.4%","±0.5","519,489","±958","69,427","±2,583","13.4%","±0.5","734,237","±1,725","151,855","±4,271","20.7%","±0.6","792,707","±1,517","198,004","±5,583","25.0%","±0.7","185,333","±624","25,048","±1,711","13.5%","±0.9","995,009","±1,192","116,248","±4,198","11.7%","±0.4","1,016,420","±1,176","119,675","±4,070","11.8%","±0.4","1,594,875","±1,550","274,571","±5,568","17.2%","±0.3","956,449","±1,223","106,205","±3,126","11.1%","±0.3","514,885","±1,413","135,769","±3,947","26.4%","±0.8","1,001,936","±1,975","163,492","±5,003","16.3%","±0.5","167,920","±812","23,915","±1,318","14.2%","±0.8","348,757","±822","39,729","±1,784","11.4%","±0.5","504,722","±886","85,474","±3,230","16.9%","±0.6","193,077","±633","17,633","±1,435","9.1%","±0.7","1,490,931","±1,683","196,575","±5,547","13.2%","±0.4","358,518","±890","84,084","±3,166","23.5%","±0.9","3,008,413","±2,124","545,103","±9,077","18.1%","±0.3","1,680,576","±2,177","312,819","±7,492","18.6%","±0.4","129,101","±489","13,530","±1,263","10.5%","±1.0","1,905,689","±1,757","336,014","±7,014","17.6%","±0.4","695,874","±1,069","136,399","±3,267","19.6%","±0.5","635,597","±1,564","86,410","±3,483","13.6%","±0.5","1,967,951","±1,548","312,790","±7,076","15.9%","±0.4","154,446","±640","22,645","±1,641","14.7%","±1.1","811,964","±1,506","162,440","±4,490","20.0%","±0.5","155,285","±662","23,465","±1,248","15.1%","±0.8","1,107,650","±1,842","210,866","±5,411","19.0%","±0.5","5,425,161","±3,272","1,030,071","±16,608","19.0%","±0.3","691,080","±1,292","61,321","±2,701","8.9%","±0.4","88,294","±298","9,927","±799","11.2%","±0.9","1,370,475","±1,578","173,429","±4,674","12.7%","±0.3","1,210,781","±1,477","147,456","±4,498","12.2%","±0.4","266,642","±963","56,630","±2,306","21.2%","±0.9","945,994","±1,385","122,145","±3,651","12.9%","±0.4","98,255","±565","11,551","±1,156","11.8%","±1.2","471,486","±716","258,914","±3,765","54.9%","±0.8"
